Mobile,Message,Sender,Campaign name,Location,Provider,Send Time,Delivered Time,Status,Click Status,Click DateTime,Browser,Platform,IP Address,Click Count
9711014374,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (E) ,VODAFONE,18-11-2022 08:57,18-11-2022 20:57,Failed,,,,,,
9711014375,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, TAMILNADU  ,AIRCEL,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:57,Chrome,Linux,64.233.172.69,2
9711014376,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MUMBAI   ,TATA DOCOMO,18-11-2022 08:57,18-11-2022 20:57,Delivered,No,,,,,
9711014377,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MAHARASHTRA  ,IDEA,18-11-2022 08:57,18-11-2022 20:57,,,,,,,
9711014378,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, ANDHRA PRADESH ,RELIANCE,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:57,Chrome,Linux,64.233.172.71,1
9711014379,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, PUNJAB  ,AIRTEL,18-11-2022 08:57,18-11-2022 20:57,Delivered,No,,,,,
9711014380,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,18-11-2022 09:02,Failed,,,,,,
9711014381,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:57,Chrome,Linux,64.233.172.71,1
9711014382,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,18-11-2022 20:57,Delivered,No,,,,,
9711014383,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, ORISSA ,RELIANCE,18-11-2022 08:57,18-11-2022 09:08,,,,,,,
9711014384,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:57,Chrome,Linux,74.125.214.7,1
9711014385,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,18-11-2022 20:58,Delivered,No,,,,,
9711014386,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, DELHI,AIRCEL,18-11-2022 08:57,18-11-2022 20:57,Failed,,,,,,
9711014387,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:58,Chrome,Linux,74.125.214.5,1
9711014388,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, PUNJAB  ,VODAFONE,18-11-2022 08:57,18-11-2022 20:57,Delivered,No,,,,,
9711014389,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,18-11-2022 20:58,,,,,,,
9711014390,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, GUJARAT  ,UNINOR,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:57,Chrome,Linux,66.249.93.226,1
9711014391,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,18-11-2022 20:58,Delivered,No,,,,,
9711014392,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,18-11-2022 09:02,Failed,,,,,,
9711014393,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, KARNATAKA ,RELIANCE,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:57,Chrome,Linux,66.249.88.135,1
9711014394,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (E) ,AIRTEL,18-11-2022 08:57,18-11-2022 20:57,Delivered,No,,,,,
9711014395,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, RAJASTHAN ,RELIANCE,18-11-2022 08:57,18-11-2022 20:58,,,,,,,
9711014396,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, BIHAR & JHARKHAND ,UNINOR,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,19-11-2022 00:57,Chrome,Linux,66.249.93.229,1
9711014397,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, ORISSA ,VIDEOCON TELECOM,18-11-2022 08:57,18-11-2022 20:58,Delivered,No,,,,,
9711014398,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,18-11-2022 20:58,Failed,,,,,,
9711014399,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, DELHI,RELIANCE,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:57,Chrome,Linux,64.233.172.73,1
9711014400,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, CHENNAI   ,BSNL,18-11-2022 08:57,18-11-2022 20:57,Delivered,No,,,,,
9711014401,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MUMBAI   ,RELIANCE,18-11-2022 08:57,18-11-2022 20:58,,,,,,,
9711014402,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (W) & UTTARAKHAND  ,AIRTEL,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:57,Chrome,Linux,66.102.9.228,2
9711014403,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,18-11-2022 20:57,Delivered,No,,,,,
9711014404,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,18-11-2022 20:57,Failed,,,,,,
9711014405,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (W) & UTTARAKHAND  ,UNINOR,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:57,Chrome,Linux,64.233.172.73,1
9711014406,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MUMBAI   ,VODAFONE,18-11-2022 08:57,18-11-2022 20:57,Delivered,No,,,,,
9711014407,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, KOLKATA   ,VODAFONE,18-11-2022 08:57,18-11-2022 20:57,,,,,,,
9711014408,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, PUNJAB  ,MTS,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 21:02,Chrome,Linux,74.125.214.9,1
9711014409,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MADHYA PRADESH & CHHATISGARH ,IDEA,18-11-2022 08:57,18-11-2022 20:57,Delivered,No,,,,,
9711014410,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (E) ,TATA DOCOMO,18-11-2022 08:57,18-11-2022 09:02,Failed,,,,,,
9711014411,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, KOLKATA   ,BSNL,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:57,Chrome,Linux,64.233.172.69,1
9711014412,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (E) ,AIRTEL,18-11-2022 08:57,18-11-2022 20:58,Delivered,No,,,,,
9711014413,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (E) ,AIRTEL,18-11-2022 08:57,18-11-2022 20:57,,,,,,,
9711014414,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, RAJASTHAN ,IDEA,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:57,Chrome,Linux,64.233.172.71,1
9711014415,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (E) ,AIRTEL,18-11-2022 08:57,18-11-2022 20:58,Delivered,No,,,,,
9711014416,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,18-11-2022 20:57,Failed,,,,,,
9711014417,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, KOLKATA   ,UNINOR,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:57,Chrome,Linux,64.233.172.69,1
9711014418,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, RAJASTHAN ,VODAFONE,18-11-2022 08:57,18-11-2022 09:03,Delivered,No,,,,,
9711014419,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, WEST BENGAL  ,RELIANCE,18-11-2022 08:57,18-11-2022 09:12,,,,,,,
9711014420,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, ASSAM ,RELIANCE,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:57,Chrome,Linux,74.125.214.7,1
9711014421,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, GUJARAT  ,IDEA,18-11-2022 08:57,18-11-2022 20:58,Delivered,No,,,,,
9711014422,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, ORISSA ,VIDEOCON TELECOM,18-11-2022 08:57,18-11-2022 20:57,Failed,,,,,,
9711014423,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (E) ,BSNL,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:57,Chrome,Linux,66.249.83.103,1
9711014424,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,18-11-2022 20:58,Delivered,No,,,,,
9711014425,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MUMBAI   ,VODAFONE,18-11-2022 08:57,18-11-2022 20:57,,,,,,,
9711014426,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (E) ,AIRTEL,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:57,Chrome,Linux,66.249.88.138,2
9711014427,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MADHYA PRADESH & CHHATISGARH ,AIRTEL,18-11-2022 08:57,18-11-2022 20:57,Delivered,No,,,,,
9711014428,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, DELHI,AIRTEL,18-11-2022 08:57,18-11-2022 20:57,Failed,,,,,,
9711014429,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, DELHI,AIRTEL,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:57,Chrome,Linux,64.233.172.69,1
9711014430,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,18-11-2022 20:58,Delivered,No,,,,,
9711014431,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, WEST BENGAL  ,VODAFONE,18-11-2022 08:57,18-11-2022 09:02,,,,,,,
9711014432,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, JAMMU & KASHMIR ,BSNL,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:57,Chrome,Linux,66.102.9.228,1
9711014433,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, GUJARAT  ,AIRTEL,18-11-2022 08:57,18-11-2022 20:58,Delivered,No,,,,,
9711014434,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, HARYANA  ,AIRTEL,18-11-2022 08:57,18-11-2022 20:57,Failed,,,,,,
9711014435,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, KOLKATA   ,VODAFONE,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:57,Chrome,Linux,64.233.172.69,1
9711014436,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, RAJASTHAN ,MTS,18-11-2022 08:57,18-11-2022 20:57,Delivered,No,,,,,
9711014437,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (W) & UTTARAKHAND  ,AIRTEL,18-11-2022 08:57,18-11-2022 20:58,,,,,,,
9711014438,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:57,Chrome,Linux,66.249.93.232,1
9711014439,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,19-11-2022 02:07,Delivered,No,,,,,
9711014440,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, TAMILNADU  ,TATA DOCOMO,18-11-2022 08:57,18-11-2022 20:57,Failed,,,,,,
9711014441,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, WEST BENGAL  ,AIRTEL,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:57,Chrome,Linux,66.102.9.230,1
9711014442,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,18-11-2022 20:57,Delivered,No,,,,,
9711014443,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (E) ,IDEA,18-11-2022 08:57,18-11-2022 09:02,,,,,,,
9711014444,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (W) & UTTARAKHAND  ,VODAFONE,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:57,Chrome,Linux,66.249.88.138,2
9711014445,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, ORISSA ,AIRTEL,18-11-2022 08:57,18-11-2022 20:57,Delivered,No,,,,,
9711014446,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MAHARASHTRA  ,AIRTEL,18-11-2022 08:57,18-11-2022 20:58,Failed,,,,,,
9711014447,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:58,Chrome,Linux,74.125.214.7,1
9711014448,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, TAMILNADU  ,AIRTEL,18-11-2022 08:57,18-11-2022 20:57,Delivered,No,,,,,
9711014449,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (W) & UTTARAKHAND  ,TATA DOCOMO,18-11-2022 08:57,18-11-2022 20:58,,,,,,,
9711014450,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MAHARASHTRA  ,TATA DOCOMO,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:57,Chrome,Linux,64.233.172.73,1
9711014451,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MAHARASHTRA  ,TATA DOCOMO,18-11-2022 08:57,18-11-2022 20:57,Delivered,No,,,,,
9711014452,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, DELHI,AIRTEL,18-11-2022 08:57,18-11-2022 20:57,Failed,,,,,,
9711014453,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 21:02,Chrome,Linux,64.233.172.69,1
9711014454,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, ANDHRA PRADESH ,TATA DOCOMO,18-11-2022 08:57,18-11-2022 20:57,Delivered,No,,,,,
9711014455,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,18-11-2022 09:02,,,,,,,
9711014456,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, DELHI,AIRTEL,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:57,Chrome,Linux,74.125.214.7,1
9711014457,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, DELHI,IDEA,18-11-2022 08:57,18-11-2022 20:57,Delivered,No,,,,,
9711014458,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,18-11-2022 20:57,Failed,,,,,,
9711014459,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, GUJARAT  ,VIDEOCON TELECOM,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 21:02,Chrome,Linux,74.125.214.5,1
9711014460,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, ANDHRA PRADESH ,AIRTEL,18-11-2022 08:57,18-11-2022 20:57,Delivered,No,,,,,
9711014461,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, ASSAM ,RELIANCE,18-11-2022 08:57,18-11-2022 20:58,,,,,,,
9711014462,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, KARNATAKA ,TATA DOCOMO,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:57,Chrome,Linux,74.125.214.5,1
9711014463,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,18-11-2022 20:58,Delivered,No,,,,,
9711014464,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, TAMILNADU  ,VODAFONE,18-11-2022 08:57,18-11-2022 20:57,Failed,,,,,,
9711014465,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:58,Chrome,Linux,64.233.172.69,1
9711014466,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (E) ,RELIANCE,18-11-2022 08:57,18-11-2022 20:57,Delivered,No,,,,,
9711014467,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, HARYANA  ,RELIANCE,18-11-2022 08:57,18-11-2022 09:02,,,,,,,
9711014468,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, DELHI,MTS,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 21:02,Chrome,Linux,66.249.93.226,3
9711014469,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MAHARASHTRA  ,AIRTEL,18-11-2022 08:57,18-11-2022 20:58,Delivered,No,,,,,
9711014470,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, GUJARAT  ,AIRTEL,18-11-2022 08:57,18-11-2022 20:57,Failed,,,,,,
9711014471,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,18-11-2022 08:57,Delivered,Yes,18-11-2022 20:58,Chrome,Linux,66.102.9.228,1
9711014472,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,18-11-2022 08:57,18-11-2022 09:02,Delivered,No,,,,,
9711014473,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, PUNJAB  ,TATA DOCOMO,18-11-2022 08:57,18-11-2022 20:57,,,,,,,
